id,abstract,label,text_label,summary
303,"NATIONAL FSI INC &lt;NFSI> 4TH QTR LOSS
  Shr loss six cts vs profit 19 cts
      Net loss 166,000 vs profit 580,000
      Revs 3,772,000 vs 5,545,000
      Year
      Shr loss 13 cts vs profit 52 cts
      Net loss 391,000 vs profit 1,425,000
      Revs 15.4 mln vs 16.6 mln
      NOTE: 1985 year figures pro forma for purchase accounting
  adjustments resulting from March 1985 reeacquisition of company
  by its original shareholders before August 1985 initial public
  offering. 
  

",[41],['earn'],"NATIONAL FSI INC &lt;NFSI> 4TH QTR LOSS
  Shr loss six cts vs profit 19 cts
      Net loss 166,000 vs profit 580,000
      Revs 3,772,000 vs 5,545,000
      Year
      Shr loss 13 cts vs profit 52 cts
      Net loss 391,000 vs profit 1,425,000
      Revs 15.4 mln vs 16.6 mln
      NOTE: 1985 year figures pro forma for purchase accounting
  adjustments resulting from March 1985 reeacquisition of company
  by its original shareholders before August 1985 initial public
  offering. 
  

"
304,"DIAGNOSTIC &lt;DRS> MAKES A BID FOR ROSPATCH &lt;RPCH>
  Diagnostic Retrieval Systems Inc
  said it has made an offer to acquire, through a wholly owned
  unit, all outstanding shares of Rospatch Corp's common stock
  for 22 dlrs a share cash, or about 53 mln dlrs.
      DRS, a warfare systems producer, said it would make the
  transaction through a cash tender offer for all, but not less
  than 51 pct, of Rospatch's outstanding common stock followed by
  a merger with Rospatch, a labels, high technology and wood
  producer, at the same purchase price per share.
      DRS said the deal is subject to approval by the Rospatch
  board, and the tender offer expires on March 6, 1986.
  

",[3],['acq'],"DIAGNOSTIC &lt;DRS> MAKES A BID FOR ROSPATCH &lt;RPCH>
  Diagnostic Retrieval Systems Inc
  said it has made an offer to acquire, through a wholly owned
  unit, all outstanding shares of Rospatch Corp's common stock
  for 22 dlrs a share cash, or about 53 mln dlrs.
      DRS, a warfare systems producer, said it would make the
  transaction through a cash tender offer for all, but not less
  than 51 pct, of Rospatch's outstanding common stock followed by
  a merger with Rospatch, a labels, high technology and wood
  producer, at the same purchase price per share.
      DRS said the deal is subject to approval by the Rospatch
  board, and the tender offer expires on March 6, 1986.
  

"
305,"AMAX &lt;AMX> IN GOLD, SILVER FIND
  AMAX Incx said it has identified
  additional gold and silver ore reserves at its AMAX Sleeper
  Mine near Winnemucca, Nev..
      It said as a result of recent drilling, reserves at thhe
  mine are now estimated at 2,470,000 short tons of ore grading
  0.24 ounce of gold and 0.50 ounce of silver per ton that is
  treatable by conventional milling techniques.
      AMAX said additional reserves amenable to heap leaching are
  estimated at 38.3 mln tons averaging 0.025 ounce gold and 0.24
  ounce silver per ton.  Further drilling is being conducted, it
  said.
  

","[48, 30]","['silver', 'gold']","AMAX &lt;AMX> IN GOLD, SILVER FIND
  AMAX Incx said it has identified
  additional gold and silver ore reserves at its AMAX Sleeper
  Mine near Winnemucca, Nev..
      It said as a result of recent drilling, reserves at thhe
  mine are now estimated at 2,470,000 short tons of ore grading
  0.24 ounce of gold and 0.50 ounce of silver per ton that is
  treatable by conventional milling techniques.
      AMAX said additional reserves amenable to heap leaching are
  estimated at 38.3 mln tons averaging 0.025 ounce gold and 0.24
  ounce silver per ton.  Further drilling is being conducted, it
  said.
  

"
306,"BENETTON OF ITALY SEES EXPANSION, ACQUISITIONS
  &lt;Benetton SpA> of Italy expects to
  further diversify into financial services and is weighing 
  possible acquisitions, a Benetton spokeswoman here said.
      ""We are thinking of diversification outside of the retail
  line,"" the spokeswoman said. ""We are looking at financial
  services and other manfacturing companies.""
      However, she said the company was not targeting the U.S.
  for its planned expansion, but was looking at a number of
  different countries.
      The company's shares are traded in the U.S. as American
  Depository Receipts, which were issued through an offering by
  Morgan Stanley Group Inc &lt;MS> earlier this month.
      Benetton is now holding talks with Wall Street firms about
  the possibility of receiving a quotation of its shares on the
  New York Stock Exchange. ""There's absolutely no timetable. It
  may not even happen,"" the spokeswoman said.
      She also denied reports that the company was considering an
  issue of convertible bonds with warrants in the U.S. ""We're not
  thinking of issuing bonds,"" she said.
      In line with its planned Global expansion efforts, Benetton
  is also holding talks with the Soviet Union to explore the
  possibility of opening up to 150 stores in the country. But the
  spokeswoman pointed out that many companies are holding talks
  with the Soviets.
      ""We are in discussions and are looking forward to some
  response,"" she said. She added the company had no firm
  timetable on when a response might be received.
  

",[3],['acq'],"BENETTON OF ITALY SEES EXPANSION, ACQUISITIONS
  &lt;Benetton SpA> of Italy expects to
  further diversify into financial services and is weighing 
  possible acquisitions, a Benetton spokeswoman here said.
      ""We are thinking of diversification outside of the retail
  line,"" the spokeswoman said. ""We are looking at financial
  services and other manfacturing companies.""
      However, she said the company was not targeting the U.S.
  for its planned expansion, but was looking at a number of
  different countries.
      The company's shares are traded in the U.S. as American
  Depository Receipts, which were issued through an offering by
  Morgan Stanley Group Inc &lt;MS> earlier this month.
      Benetton is now holding talks with Wall Street firms about
  the possibility of receiving a quotation of its shares on the
  New York Stock Exchange. ""There's absolutely no timetable. It
  may not even happen,"" the spokeswoman said.
      She also denied reports that the company was considering an
  issue of convertible bonds with warrants in the U.S. ""We're not
  thinking of issuing bonds,"" she said.
      In line with its planned Global expansion efforts, Benetton
  is also holding talks with the Soviet Union to explore the
  possibility of opening up to 150 stores in the country. But the
  spokeswoman pointed out that many companies are holding talks
  with the Soviets.
      ""We are in discussions and are looking forward to some
  response,"" she said. She added the company had no firm
  timetable on when a response might be received.
  

"
307,"U.S. LEADING INDEX FELL 1.0 PCT IN JANUARY
  The U.S. index of leading indicators
  fell a seasonally adjusted 1.0 pct in January after a revised
  2.3 pct December gain, the Commerce Department said.
      The department previously said the index rose 2.1 pct in
  December.
      The decline in January was the biggest for any month since
  July, 1984, when the index fell 1.7 pct.
      The January decrease left the index at 183.8 over its 1967
  base of 100, and was led by a fall in contracts and orders for
  plant and equipment.
      A total of six of 10 indicators available for January
  contributed to the decline.
      Besides contracts and orders for plant and equipment, they
  were building permits, manufacturers' new orders for consumer
  goods, a change in sensitive materials prices, slower
  deliveries from vendors and higher average weekly claims for
  state unemployment insurance.
      Four of 10 indicators were positive, including stock
  prices, new business formation, average work week and money
  supply.
      The main factor for the December upward revision was new
  business formation.
      There was no revision in the 0.9 pct increase in the
  leading indicators index for November.
      The index of coincident indicators, which measures the
  current economy, fell 0.1 pct in January after increases of 0.7
  pct in December and 0.2 pct in November.
      The index of lagging indicators, which measures past
  economic activity, rose 0.5 pct in January after a decrease of
  0.5 pct in December and an increase of 0.2 pct in November.
  

",[54],['lei'],"The U.S. index of leading indicators, which forecasts future economic activity, experienced a 1.0% decline in January following a revised 2.3% increase in December. This drop was the largest monthly decrease since July 1984 and was primarily driven by a decrease in contracts and orders for plant and equipment. Six out of ten indicators contributed to the decline, including building permits, manufacturers' new orders, and higher unemployment insurance claims. However, the index of coincident indicators, which measures the current economy, fell only slightly, while the index of lagging indicators, which reflects past economic activity, rose by 0.5%."
308,"CANADA OIL EXPORTS RISE 20 PCT IN 1986
  Canadian oil exports rose 20 pct in 1986
  over the previous year to 33.96 mln cubic meters, while oil
  imports soared 25.2 pct to 20.58 mln cubic meters, Statistics
  Canada said.
      Production, meanwhile, was unchanged from the previous year
  at 91.09 mln cubic feet.
      Natural gas exports plunged 19.4 pct to 21.09 billion cubic
  meters, while Canadian sales slipped 4.1 pct to 48.09 billion
  cubic meters.
      The federal agency said that in December oil production
  fell 4.0 pct to 7.73 mln cubic meters, while exports rose 5.2
  pct to 2.84 mln cubic meters and imports rose 12.3 pct to 2.1
  mln cubic meters.
      Natural gas exports fell 16.3 pct in the month 2.51 billion
  cubic meters and Canadian sales eased 10.2 pct to 5.25 billion
  cubic meters.
  

","[50, 86]","['nat-gas', 'crude']","CANADA OIL EXPORTS RISE 20 PCT IN 1986
  Canadian oil exports rose 20 pct in 1986
  over the previous year to 33.96 mln cubic meters, while oil
  imports soared 25.2 pct to 20.58 mln cubic meters, Statistics
  Canada said.
      Production, meanwhile, was unchanged from the previous year
  at 91.09 mln cubic feet.
      Natural gas exports plunged 19.4 pct to 21.09 billion cubic
  meters, while Canadian sales slipped 4.1 pct to 48.09 billion
  cubic meters.
      The federal agency said that in December oil production
  fell 4.0 pct to 7.73 mln cubic meters, while exports rose 5.2
  pct to 2.84 mln cubic meters and imports rose 12.3 pct to 2.1
  mln cubic meters.
      Natural gas exports fell 16.3 pct in the month 2.51 billion
  cubic meters and Canadian sales eased 10.2 pct to 5.25 billion
  cubic meters.
  

"
309,"ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL
  Earthquake-stricken Ecuador is
  negotiating with Nigeria to have the African country lend it
  10,000 barrels per day (bpd) of crude for export, Deputy Energy
  Minister Fernando Santos Alvite told Reuters.
      He said Ecuador was negotiating a shipments schedule and
  the terms of repaying the loan. Ecuador has suspended crude
  exports for about five months until it repairs a pipeline
  ruputured by a March five tremor.
      Santos Alvite added Ecuador is finalizing details for a
  program under which Venezuela would temporarily lend the
  country 50,000 bpd for export.
  

",[86],['crude'],"ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL
  Earthquake-stricken Ecuador is
  negotiating with Nigeria to have the African country lend it
  10,000 barrels per day (bpd) of crude for export, Deputy Energy
  Minister Fernando Santos Alvite told Reuters.
      He said Ecuador was negotiating a shipments schedule and
  the terms of repaying the loan. Ecuador has suspended crude
  exports for about five months until it repairs a pipeline
  ruputured by a March five tremor.
      Santos Alvite added Ecuador is finalizing details for a
  program under which Venezuela would temporarily lend the
  country 50,000 bpd for export.
  

"
310,"T CELL SCIENCES INC &lt;TCEL> 3RD QTR JAN 31 LOSS
  Shr loss one ct vs loss 16 cts
      Net loss 117,989 vs loss 528,394
      Revs 820,484 vs 35,186
      Avg shrs 8,226,577 vs 3,150,000
      Nine mths
      Shr loss seven cts vs loss 37 cts
      Net loss 527,864 vs loss 1,177,434
      Revs 1,975,487 vs 90,875
      Avg shrs 7,277,418 vs 3,150,000
  

",[41],['earn'],"T CELL SCIENCES INC &lt;TCEL> 3RD QTR JAN 31 LOSS
  Shr loss one ct vs loss 16 cts
      Net loss 117,989 vs loss 528,394
      Revs 820,484 vs 35,186
      Avg shrs 8,226,577 vs 3,150,000
      Nine mths
      Shr loss seven cts vs loss 37 cts
      Net loss 527,864 vs loss 1,177,434
      Revs 1,975,487 vs 90,875
      Avg shrs 7,277,418 vs 3,150,000
  

"
311,"&lt;NOMA INDUSTRIES LTD> YEAR NET
  Shr 72 cts vs 58 cts
      Net 20.8 mln vs 14.9 mln
      Revs 328.7 mln vs 239.8 mln
      Avg shrs 28.9 mln vs 25.7 mln
      Note: Prior year shr restated for June, 1986 two-for-one
  stock split
  

",[41],['earn'],"&lt;NOMA INDUSTRIES LTD> YEAR NET
  Shr 72 cts vs 58 cts
      Net 20.8 mln vs 14.9 mln
      Revs 328.7 mln vs 239.8 mln
      Avg shrs 28.9 mln vs 25.7 mln
      Note: Prior year shr restated for June, 1986 two-for-one
  stock split
  

"
312,"SHANDWICK BUYS LOS ANGELES PR COMPANY
  Public Relations consultancy &lt;Shandwick
  Plc> said it had agreed to buy the Los Angeles-based &lt;Rogers
  and Cowan Inc> which specialises in the entertainment industry.
      A total of 2.25 mln dlrs is payable on completion, 1.5 mln
  will be injected into the business through an interest free
  loan and the expenses of the acquisition amount to 660,000 stg.
      Shandwick said it would raise 5.1 mln stg through the
  placing of 1.16 mln shares to finance the deal, with the
  balance of 2.04 mln stg used to strengthen the balance sheet
  and in anticipation of future performance-related payments.
      In the year to end-September Rogers' operating income was
  more than 10 mln dlrs. After the acquisition Shandwick's U.S.
  Operating income will be comparable to that it earns in the
  U.K.
      Rogers' estimated that pretax profit in the year to
  end-1987 would exceed 900,000 dlrs. An extraordinary loss of
  504,000 dlrs in 1986 resulted from the write off of assets.
      Net tangible assets at end-September were 363,000 dlrs.
      Shandwick shares were unchanged at 460p.
  

",[3],['acq'],"SHANDWICK BUYS LOS ANGELES PR COMPANY
  Public Relations consultancy &lt;Shandwick
  Plc> said it had agreed to buy the Los Angeles-based &lt;Rogers
  and Cowan Inc> which specialises in the entertainment industry.
      A total of 2.25 mln dlrs is payable on completion, 1.5 mln
  will be injected into the business through an interest free
  loan and the expenses of the acquisition amount to 660,000 stg.
      Shandwick said it would raise 5.1 mln stg through the
  placing of 1.16 mln shares to finance the deal, with the
  balance of 2.04 mln stg used to strengthen the balance sheet
  and in anticipation of future performance-related payments.
      In the year to end-September Rogers' operating income was
  more than 10 mln dlrs. After the acquisition Shandwick's U.S.
  Operating income will be comparable to that it earns in the
  U.K.
      Rogers' estimated that pretax profit in the year to
  end-1987 would exceed 900,000 dlrs. An extraordinary loss of
  504,000 dlrs in 1986 resulted from the write off of assets.
      Net tangible assets at end-September were 363,000 dlrs.
      Shandwick shares were unchanged at 460p.
  

"
313,"FRENCH ESTIMATE 86/87 WHEAT DELIVERIES UNCHANGED
  The French Cereals Intervention Board,
  ONIC, left its estimate of French 1986/87 (July/June) soft
  wheat deliveries unchanged from its last forecast at 21.98 mln
  tonnes.
      This compared with deliveries of 24.38 mln tonnes in
  1985/86 (August/July).
      Estimated 1986/87 maize deliveries were also left unchanged
  from ONIC's previous forecast at the beginning of February at
  9.91 mln tonnes against 10.77 mln the previous season.
      Barley deliveries were also unchanged at 6.62 mln tonnes
  against 7.7 mln in 1985/86.
  

","[68, 64, 19, 39]","['barley', 'corn', 'wheat', 'grain']","FRENCH ESTIMATE 86/87 WHEAT DELIVERIES UNCHANGED
  The French Cereals Intervention Board,
  ONIC, left its estimate of French 1986/87 (July/June) soft
  wheat deliveries unchanged from its last forecast at 21.98 mln
  tonnes.
      This compared with deliveries of 24.38 mln tonnes in
  1985/86 (August/July).
      Estimated 1986/87 maize deliveries were also left unchanged
  from ONIC's previous forecast at the beginning of February at
  9.91 mln tonnes against 10.77 mln the previous season.
      Barley deliveries were also unchanged at 6.62 mln tonnes
  against 7.7 mln in 1985/86.
  

"
314,"&lt;WARDAIR INTERNATIONAL LTD> YEAR NET
  Shr 12.84 dlrs vs 3.07 dlrs
      Net 46,054,000 vs 11,026,000
      Revs 491.1 mln vs 473.9 mln
      NOTE: Current net includes gain of 8.51 dlrs a share on
  disposal of assets.
      M.W. Ward holds 62 pct voting interest.
  

",[41],['earn'],"&lt;WARDAIR INTERNATIONAL LTD> YEAR NET
  Shr 12.84 dlrs vs 3.07 dlrs
      Net 46,054,000 vs 11,026,000
      Revs 491.1 mln vs 473.9 mln
      NOTE: Current net includes gain of 8.51 dlrs a share on
  disposal of assets.
      M.W. Ward holds 62 pct voting interest.
  

"
315,"COKE AFFILIATE TO SELL DELAURENTIIS &lt;DEG> STAKE
  De Laurentiis Entertainment Group
  Inc said Embassy Communications, a Californai general
  partnership affiliated with Coca-Cola Co &lt;KO>, plans to sell
  its 10.1 pct stake in the company.
      In a filing with the Securities and Exchange Commission for
  a secondary offering, De Laurentiis said Embassy will offer its
  entire stake in the company of 964,936 shares of common stock
  in the public sale.
      De Laurentiis said it has 9.6 mln shares outstanding.
      PaineWebber Inc will underwrite the offering.
  

",[3],['acq'],"COKE AFFILIATE TO SELL DELAURENTIIS &lt;DEG> STAKE
  De Laurentiis Entertainment Group
  Inc said Embassy Communications, a Californai general
  partnership affiliated with Coca-Cola Co &lt;KO>, plans to sell
  its 10.1 pct stake in the company.
      In a filing with the Securities and Exchange Commission for
  a secondary offering, De Laurentiis said Embassy will offer its
  entire stake in the company of 964,936 shares of common stock
  in the public sale.
      De Laurentiis said it has 9.6 mln shares outstanding.
      PaineWebber Inc will underwrite the offering.
  

"
316,"FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES

  FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES
  

",[3],['acq'],"FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES

  FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES
  

"
317,"MARKET WELCOMES LOWER AUSTRALIAN PAYMENTS DEFICIT
  The Australian dollar rose more than 40
  points and money market interest rates retreated on the better
  than expected improvement in the February current account
  deficit, but economists and dealers were cautious about
  identifying it as the start of a downward trend.
      The current account deficit narrowed to 750 mln dlrs in
  February from 1.23 billion in January. It hit 13.82 billion
  dlrs in 1985/86 to end-June.
      The currency jumped to 0.6858/63 U.S. Dlrs and traded as
  high as 0.6875 before retreating to around 0.6864/69.
      ""It's got 69 cents written all over it,"" one dealer said.
      Foreign exchange dealers said some buyers had gone long on
  the dollar expecting a lower figure and sold it down about 30
  points to 0.6820 U.S. Dlrs before the release.
      The 750 mln dlr deficit was at the lower end of forecasts
  and analysts said the market would welcome any figure below one
  billion dlrs for March.
      Banque National de Paris &lt;BNPP.A> senior dealer Peter
  Nicolls cautioned that in the long term the currency and
  interest rates were too high for import substitution and export
  industries.
      Nicolls said he expected the dollar to go as high as 0.6875
  and perhaps to 69 cents tomorrow.
      &lt;Lloyds Bank NZA Ltd> chief economist Will Buttrose said
  the 42 mln dlr trade surplus was encouraging as were imports at
  2.77 billion dlrs, down from 2.99 billion in January.
      But he warned that the outlook for rural and iron and coal
  exports remained poor. ""We should remember we are paying
  something like seven to eight billion dollars simply to service
  our foreign debt and that is not going to go away in the near
  term,"" Buttrose said.
      Buttrose said he expected a March deficit of around 900 mln
  dlrs, and added ""Any figure under a billion dollars will be
  acceptable (to the markets).""
      ANZ Banking Group Ltd &lt;ANZA.S> senior economist Ian Little
  said the big question was whether the improvement in exports
  could be sustained. February FOB exports rose to 2.82 billion
  dlrs from a revised 2.74 billion in January.
      Interest rates responded quickly to the deficit news, with
  90-day bank bill yields falling to 16.42-16.45 pct from early
  highs of 16.50 and yields yesterday as high as 16.65.
      Longer term yields fell with 10-year bonds at 13.66/68 pct
  from 13.74 before the release and highs of 13.87 yesterday.
      The stock market was easier at midsession but brokers said
  the current account data had little impact on trading.
  

","[32, 51, 33, 42]","['interest', 'money-fx', 'trade', 'bop']","The Australian dollar strengthened and money market interest rates declined following the better-than-expected reduction in the February current account deficit. The deficit narrowed to 750 million dollars in February from 1.23 billion in January, surpassing expectations. The currency initially surged to 0.6858/63 U.S. dollars and reached a high of 0.6875 before settling around 0.6864/69. The deficit figure was at the lower end of forecasts, and analysts noted that the market would welcome a figure below one billion dollars for March. However, economists and dealers remained cautious about the long-term outlook for the currency and interest rates, citing challenges in import substitution and export industries."
318,"FTC URGES VETO OF GEORGIA GASOLINE STATION BILL
  The Federal Trade Commission said
  its staff has urged the governor of Georgia to veto a bill that
  would prohibit petroleum refiners from owning and operating
  retail gasoline stations.
      The proposed legislation is aimed at preventing large oil
  refiners and marketers from using predatory or monopolistic
  practices against franchised dealers.
      But the FTC said fears of refiner-owned stations as part of
  a scheme of predatory or monopolistic practices are unfounded.
  It called the bill anticompetitive and warned that it would
  force higher gasoline prices for Georgia motorists.
  

","[86, 44]","['crude', 'gas']","FTC URGES VETO OF GEORGIA GASOLINE STATION BILL
  The Federal Trade Commission said
  its staff has urged the governor of Georgia to veto a bill that
  would prohibit petroleum refiners from owning and operating
  retail gasoline stations.
      The proposed legislation is aimed at preventing large oil
  refiners and marketers from using predatory or monopolistic
  practices against franchised dealers.
      But the FTC said fears of refiner-owned stations as part of
  a scheme of predatory or monopolistic practices are unfounded.
  It called the bill anticompetitive and warned that it would
  force higher gasoline prices for Georgia motorists.
  

"
319,"BROWN BOVERI OMITS DIVIDEND, PLANS WARRANT BOND
  BBC AG Brown Boveri und Cie
  &lt;BBCZ.Z> said it will omit dividend in 1986 for the second
  consecutive year.
      It said it planned to invite shareholders and non-voting
  stockholders to subscribe to a warrant bond issue of around 150
  mln Swiss francs to be made after the June 2 annual meeting.
      The value of the stock subscription rights should
  correspond roughly to the dividend of 30 francs per share paid
  in 1984. The company also plans to issue participation
  certificates with a par value of 70 mln Swiss francs, from
  which existing shareholders are excluded.
  

",[41],['earn'],"BROWN BOVERI OMITS DIVIDEND, PLANS WARRANT BOND
  BBC AG Brown Boveri und Cie
  &lt;BBCZ.Z> said it will omit dividend in 1986 for the second
  consecutive year.
      It said it planned to invite shareholders and non-voting
  stockholders to subscribe to a warrant bond issue of around 150
  mln Swiss francs to be made after the June 2 annual meeting.
      The value of the stock subscription rights should
  correspond roughly to the dividend of 30 francs per share paid
  in 1984. The company also plans to issue participation
  certificates with a par value of 70 mln Swiss francs, from
  which existing shareholders are excluded.
  

"
320,"LUCKY STORES INC &lt;LKS> REINSTATES QUARTERLY DIV
  Qtly div 12.5 cts vs nil
      Pay April 3
      Record March 16
      Note: in quarters preceeding 4th qtr, dividend was 29 cts.
  

",[41],['earn'],"LUCKY STORES INC &lt;LKS> REINSTATES QUARTERLY DIV
  Qtly div 12.5 cts vs nil
      Pay April 3
      Record March 16
      Note: in quarters preceeding 4th qtr, dividend was 29 cts.
  

"
321,"MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD
  Finance Minister Kiichi Miyazawa said
  major nations are taking action to stabilise exchange rates in
  line with their agreement in Paris last month, government
  sources said.
      Miyazawa told an Upper House session the six nations --
  Britain, Canada, France, Japan, the U.S. And West Germany --
  are abiding by the Paris accord. The six agreed to cooperate to
  stabilise exchange rates at around current levels.
      Miyazawa said he wishes to attend a meeting of seven major
  nations (G-7) expected just before the IMF/World Bank Interim
  Committee meeting in Washington starting on April 9.
      The sources quoted Miyazawa as saying Japan is trying to
  prevent a further rise of the yen. Japan is taking the matter
  seriously, he added.
      Asked if the six nations had agreed to stabilise the dollar
  at about 153 yen, the rate prevailing at the time of the Paris
  talks, Miyazawa declined to give specific figures and said any
  mention of specific rates would create an ""unexpected situation.""
  

",[51],['money-fx'],"MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD
  Finance Minister Kiichi Miyazawa said
  major nations are taking action to stabilise exchange rates in
  line with their agreement in Paris last month, government
  sources said.
      Miyazawa told an Upper House session the six nations --
  Britain, Canada, France, Japan, the U.S. And West Germany --
  are abiding by the Paris accord. The six agreed to cooperate to
  stabilise exchange rates at around current levels.
      Miyazawa said he wishes to attend a meeting of seven major
  nations (G-7) expected just before the IMF/World Bank Interim
  Committee meeting in Washington starting on April 9.
      The sources quoted Miyazawa as saying Japan is trying to
  prevent a further rise of the yen. Japan is taking the matter
  seriously, he added.
      Asked if the six nations had agreed to stabilise the dollar
  at about 153 yen, the rate prevailing at the time of the Paris
  talks, Miyazawa declined to give specific figures and said any
  mention of specific rates would create an ""unexpected situation.""
  

"
322,"ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND
  Qtly div 25 cts vs 25 cts prior
      Payable July one
      Record May 7
  

",[41],['earn'],"ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND
  Qtly div 25 cts vs 25 cts prior
      Payable July one
      Record May 7
  

"
323,"CONTINENTAL GENERAL &lt;CGIC> SETS STOCK DIVIDEND
  Continental General Insurance Co
  said its board of directors declared a 10 pct stock dividend on
  common shares, payable April one to shareholders of record
  March 16.
      The company yesterday paid a quarterly cash dividend of
  2-1/2 cts a share, unchanged from the previous quarter, to
  shareholders of record February 20.
  

",[41],['earn'],"CONTINENTAL GENERAL &lt;CGIC> SETS STOCK DIVIDEND
  Continental General Insurance Co
  said its board of directors declared a 10 pct stock dividend on
  common shares, payable April one to shareholders of record
  March 16.
      The company yesterday paid a quarterly cash dividend of
  2-1/2 cts a share, unchanged from the previous quarter, to
  shareholders of record February 20.
  

"
324,"USDA REPORTS CORN SOLD TO USSR, TAIWAN
  The U.S. Agriculture Department said
  private U.S. exporters reported new sales of 900,000 tonnes of
  corn to the Soviet Union and 350,000 tonnes of corn switched
  from previously announced unknown destinations to the USSR.
      The corn is for delivery during the 1986/87 marketing year
  and under the fourth year of the U.S.-USSR Long Term Grain
  Supply Agreement, the USDA said.
      The department said exporters also reported corn sales of
  143,000 tonnes for delivery to Taiwan, with 56,000 tonnes for
  shipment in the 1986/87 season and the balance for shipment in
  the 1987/88 year.
      The marketing year for corn began September 1.
      Sales of corn to the USSR for delivery during the fourth
  year of the agreement, which ends this September 30, now total
  2.25 mln tonnes.
  

","[64, 39]","['corn', 'grain']","USDA REPORTS CORN SOLD TO USSR, TAIWAN
  The U.S. Agriculture Department said
  private U.S. exporters reported new sales of 900,000 tonnes of
  corn to the Soviet Union and 350,000 tonnes of corn switched
  from previously announced unknown destinations to the USSR.
      The corn is for delivery during the 1986/87 marketing year
  and under the fourth year of the U.S.-USSR Long Term Grain
  Supply Agreement, the USDA said.
      The department said exporters also reported corn sales of
  143,000 tonnes for delivery to Taiwan, with 56,000 tonnes for
  shipment in the 1986/87 season and the balance for shipment in
  the 1987/88 year.
      The marketing year for corn began September 1.
      Sales of corn to the USSR for delivery during the fourth
  year of the agreement, which ends this September 30, now total
  2.25 mln tonnes.
  

"
325,"CARLING O'KEEFE&lt;CKB> SELLS OIL UNIT, TAKES GAIN
  Carling O'Keefe Ltd said it sold its
  Star Oil and Gas Ltd unit to United Coal (Canada) Ltd for about
  57 mln dlrs cash.
      Carling said it will record an extraordinary gain of about
  two mln dlrs after tax, or nine cts a common share resulting
  from the sale.
      The company did not elaborate further on financial terms.
      A Carling official later said in reply to an inquiry that
  Carling would record the extraordinary gain in its fourth
  quarter ending March 31.
      The move came after Carling's 50 pct-owner &lt;Rothmans Inc>
  agreed last week to sell its Carling stake to &lt;Elders IXL Ltd>,
  of Australia, for 196.2 mln Canadian dlrs.
  

",[3],['acq'],"CARLING O'KEEFE&lt;CKB> SELLS OIL UNIT, TAKES GAIN
  Carling O'Keefe Ltd said it sold its
  Star Oil and Gas Ltd unit to United Coal (Canada) Ltd for about
  57 mln dlrs cash.
      Carling said it will record an extraordinary gain of about
  two mln dlrs after tax, or nine cts a common share resulting
  from the sale.
      The company did not elaborate further on financial terms.
      A Carling official later said in reply to an inquiry that
  Carling would record the extraordinary gain in its fourth
  quarter ending March 31.
      The move came after Carling's 50 pct-owner &lt;Rothmans Inc>
  agreed last week to sell its Carling stake to &lt;Elders IXL Ltd>,
  of Australia, for 196.2 mln Canadian dlrs.
  

"
326,"PACIFICARE &lt;PHSY> IN TALKS TO ACQUIRE HMO
  PacifiCare Health Systems Inc
  said it is in negotiations to acquire Capital Health Care, a
  40,000 member health maintenance organization servicing Salem
  and Corvallis, Ore.
      The company said it will not disclose terms or other
  details of the acquisition until negotiations are completed.
  

",[3],['acq'],"PACIFICARE &lt;PHSY> IN TALKS TO ACQUIRE HMO
  PacifiCare Health Systems Inc
  said it is in negotiations to acquire Capital Health Care, a
  40,000 member health maintenance organization servicing Salem
  and Corvallis, Ore.
      The company said it will not disclose terms or other
  details of the acquisition until negotiations are completed.
  

"
327,"ESSILOR INTERNATIONAL &lt;ESSI.PA> YEAR ENDED DEC 31
  Provisional consolidated net attributable profit 242.1 mln
  francs vs 240.1 mln.
      Investments 318 mln vs 317 mln.
      Dividend on ordinary shares 45 francs vs 42 francs.
      Dividend on priority shares 51 francs vs 48 francs.
  

",[41],['earn'],"ESSILOR INTERNATIONAL &lt;ESSI.PA> YEAR ENDED DEC 31
  Provisional consolidated net attributable profit 242.1 mln
  francs vs 240.1 mln.
      Investments 318 mln vs 317 mln.
      Dividend on ordinary shares 45 francs vs 42 francs.
      Dividend on priority shares 51 francs vs 48 francs.
  

"
