abstract,creation_time,channel_name,platform_type,id,summary
"ויריג'יניה, ארה""ב, אתמול : מפגינים אנטי ישראלים שופכים נוזל אדום על רכבו של שר החוץ האמריקאי, בלינקן, מול ביתו.User sent a document",2024-01-05 16:28:28+00:00,abualiexpress,telegram,246,"ויריג'יניה, ארה""ב, אתמול : מפגינים אנטי ישראלים שופכים נוזל אדום על רכבו של שר החוץ האמריקאי, בלינקן, מול ביתו.User sent a document"
"אדר גיציסהאזעקה בערב אל-עראמשה: שני שיגורים כושלים - שנפלו בשטח לבנון, צה""ל משיב באש@N12chat",2024-01-19 14:23:52+00:00,N12chat,telegram,247,"אדר גיציסהאזעקה בערב אל-עראמשה: שני שיגורים כושלים - שנפלו בשטח לבנון, צה""ל משיב באש@N12chat"
גשם ראשון ברחובות כפר עקב מצפון לירושלים.כדי להגיב לכתבה לחצו כאן,2023-11-20 11:16:22+00:00,abualiexpress,telegram,248,גשם ראשון ברחובות כפר עקב מצפון לירושלים.כדי להגיב לכתבה לחצו כאן
"מקורות לבנוניים מדווחים על שני הרוגים ועשרה פצועים מקרב חיילי צבא לבנון בעקבות הירי הארטילרי של צה""ל לעבר מחסום אלעאמריה הנמצא על הכביש הראשי בין נאקורה לצור.כדי להגיב לכתבה לחצו כאן",2024-11-24 09:57:23+00:00,abualiexpress,telegram,249,"מקורות לבנוניים מדווחים על שני הרוגים ועשרה פצועים מקרב חיילי צבא לבנון בעקבות הירי הארטילרי של צה""ל לעבר מחסום אלעאמריה הנמצא על הכביש הראשי בין נאקורה לצור.כדי להגיב לכתבה לחצו כאן"
"ערוצים פלסטינים טוענים שצה""ל פוצץ את בית ""השהיד"" עבדאללה אבו חמדאן - אלמיח'ו במחנה הפליטים בלאטה.",2023-11-19 06:28:42+00:00,abualiexpress,telegram,250,"ערוצים פלסטינים טוענים שצה""ל פוצץ את בית ""השהיד"" עבדאללה אבו חמדאן - אלמיח'ו במחנה הפליטים בלאטה."
"זה לטענת הפלסטינים רכב שעולה באש לאחר שצה""ל פוצץ אותו הלילה בג'נין.",2023-11-29 06:36:24+00:00,abualiexpress,telegram,251,"זה לטענת הפלסטינים רכב שעולה באש לאחר שצה""ל פוצץ אותו הלילה בג'נין."
"ספיר ליפקיןעוד מסר הדובר: ""אנחנו תומכים בכל המאמצים האזוריים לצמצום ההסלמה בים האדום, בידיעה שהיא קשורה למלחמה בעזה. אנחנו קוראים לדיאלוג פתוח עם התימנים ולכבד את החוק הבין-לאומי""@N12chat",2024-01-23 10:33:32+00:00,N12chat,telegram,252,"ספיר ליפקיןעוד מסר הדובר: ""אנחנו תומכים בכל המאמצים האזוריים לצמצום ההסלמה בים האדום, בידיעה שהיא קשורה למלחמה בעזה. אנחנו קוראים לדיאלוג פתוח עם התימנים ולכבד את החוק הבין-לאומי""@N12chat"
"דסק החוץ📝דיווח: ארה""ב צפויה להכריז ביום שישי כי כוח משימה רב-לאומי מיוחד יחל לפעול בים האדום כדי להרתיע את החות'ים מהישנות של תקיפות נוספות - כך לפי שני גורמים ישראלים ואמריקנים@N12chat",2023-12-15 00:23:13+00:00,N12chat,telegram,253,"דסק החוץ📝דיווח: ארה""ב צפויה להכריז ביום שישי כי כוח משימה רב-לאומי מיוחד יחל לפעול בים האדום כדי להרתיע את החות'ים מהישנות של תקיפות נוספות - כך לפי שני גורמים ישראלים ואמריקנים@N12chat"
"משרד הבריאות הפלסטיני בעזה:מספר ההרוגים הפלסטינים ברצועה עלה ל 12,415.כדי להגיב לכתבה לחצו כאן",2023-11-19 15:49:22+00:00,abualiexpress,telegram,254,"משרד הבריאות הפלסטיני בעזה:מספר ההרוגים הפלסטינים ברצועה עלה ל 12,415.כדי להגיב לכתבה לחצו כאן"
"מבזקן 12גבר כבן 80 במצב בינוני לאחר שפרצה שרפה בדירה בבניין מגורים ברחוב פינסקר בחדרה. פרמדיקים של מד""א שהגיעו למקום העניקו לו טיפול רפואי ופינו אותו לבית החולים הלל יפה שבעיר עם סימני שאיפת עשן@N12chat",2024-01-19 12:37:12+00:00,N12chat,telegram,255,"מבזקן 12גבר כבן 80 במצב בינוני לאחר שפרצה שרפה בדירה בבניין מגורים ברחוב פינסקר בחדרה. פרמדיקים של מד""א שהגיעו למקום העניקו לו טיפול רפואי ופינו אותו לבית החולים הלל יפה שבעיר עם סימני שאיפת עשן@N12chat"
"וכך נראו ע""פ ערוצים לבנוניים הדליקות שפרצו בעקבות התקיפות הישראליות.User sent a document",2023-11-17 19:29:45+00:00,abualiexpress,telegram,256,"וכך נראו ע""פ ערוצים לבנוניים הדליקות שפרצו בעקבות התקיפות הישראליות.User sent a document"
בן גולדפריינדתיעוד מרגעי הביקור@N12chat,2023-11-25 16:52:38+00:00,N12chat,telegram,257,בן גולדפריינדתיעוד מרגעי הביקור@N12chat
"אור רבידהרצליה: רבים מתושבי העיר הגיעו עם דגלי ישראל לרחוב המוביל אל בית העלמין, כדי ללוות את רס""ר גל איזנקוט ז""ל, בנו של השר גדי איזנקוט, בדרכו האחרונה. צילום: דוברות העירייה@N12chat",2023-12-08 08:29:46+00:00,N12chat,telegram,258,"אור רבידהרצליה: רבים מתושבי העיר הגיעו עם דגלי ישראל לרחוב המוביל אל בית העלמין, כדי ללוות את רס""ר גל איזנקוט ז""ל, בנו של השר גדי איזנקוט, בדרכו האחרונה. צילום: דוברות העירייה@N12chat"
"הג'האד האסלאמי מיישר קו עם הצהרת חמאס בעניין הדיווחים בישראל על מו""מ לעסקת חילופי שבויים.בכיר הג'האד האסלאמי עלי אבו שאהין:אין שיח על הודנה עם ישראל.""ההתנגדות"" אוחזת בעמדתה לפיה כל הודנה תהיה קשורה להפסקת התוקפנות על עזה (כלומר הפסקת אש-א""ע) .כדי להגיב לכתבה לחצו כאן",2023-12-12 06:39:45+00:00,abualiexpress,telegram,259,"הג'האד האסלאמי מיישר קו עם הצהרת חמאס בעניין הדיווחים בישראל על מו""מ לעסקת חילופי שבויים.בכיר הג'האד האסלאמי עלי אבו שאהין:אין שיח על הודנה עם ישראל.""ההתנגדות"" אוחזת בעמדתה לפיה כל הודנה תהיה קשורה להפסקת התוקפנות על עזה (כלומר הפסקת אש-א""ע) .כדי להגיב לכתבה לחצו כאן"
"מבזקן 12ארבע תושבי ג'ואריש וג'לג'וליה נעצרו בחשד למעורבות בקטטה בטיסה מגאורגיה לישראל. הם הועברו למשרדי המשטרה במרחב נתב""ג לבחינת הרקע והנסיבות. בתום החקירה ובהתאם לצורכיה, תבחן המשטרה לבקש להאריך את מעצרם@N12chat",2023-12-29 15:32:27+00:00,N12chat,telegram,260,"מבזקן 12ארבע תושבי ג'ואריש וג'לג'וליה נעצרו בחשד למעורבות בקטטה בטיסה מגאורגיה לישראל. הם הועברו למשרדי המשטרה במרחב נתב""ג לבחינת הרקע והנסיבות. בתום החקירה ובהתאם לצורכיה, תבחן המשטרה לבקש להאריך את מעצרם@N12chat"
"בן גולדפריינדאחרי שנה מחוץ למגרשים: רפאל נדאל הודיע רשמית כי הוא יחל את עונת הפרישה שלו בחודש הבא - וישתתף באליפות אוסטרליה, הגראנד סלאם הראשון של השנה@N12chat",2023-12-01 13:06:26+00:00,N12chat,telegram,261,"בן גולדפריינדאחרי שנה מחוץ למגרשים: רפאל נדאל הודיע רשמית כי הוא יחל את עונת הפרישה שלו בחודש הבא - וישתתף באליפות אוסטרליה, הגראנד סלאם הראשון של השנה@N12chat"
"דסק החוץרה""מ נתניהו בריאיון לפוקס ניוז: ""לא שוחחתי עם ביידן מאז שהוא אמר שהתגובה הצבאית של ישראל בעזה מוגזמת""@N12chat",2024-02-11 14:26:12+00:00,N12chat,telegram,262,"דסק החוץרה""מ נתניהו בריאיון לפוקס ניוז: ""לא שוחחתי עם ביידן מאז שהוא אמר שהתגובה הצבאית של ישראל בעזה מוגזמת""@N12chat"
"משרד הבריאות הפלסטיני בעזה מעדכן את מספרי הנפגעים הפלסטינים:3859 הרוגים13,500 פצועים",2023-10-19 17:44:41+00:00,abualiexpress,telegram,263,"משרד הבריאות הפלסטיני בעזה מעדכן את מספרי הנפגעים הפלסטינים:3859 הרוגים13,500 פצועים"
ספיר ליפקיןתיעוד מלבנון: המבנה שהותקף בכפר בלידא@N12chat,2024-01-31 18:42:53+00:00,N12chat,telegram,264,ספיר ליפקיןתיעוד מלבנון: המבנה שהותקף בכפר בלידא@N12chat
"דסק החוץ📝פיקוד המרכז של ארה""ב: ""ארה""ב ביצעה תקיפות של שלושה טילים נגד ספינות של החות'ים בתימן, שכוונו לים סוף והיו מוכנים לשיגור""@N12chat",2024-01-20 00:05:01+00:00,N12chat,telegram,265,"דסק החוץ📝פיקוד המרכז של ארה""ב: ""ארה""ב ביצעה תקיפות של שלושה טילים נגד ספינות של החות'ים בתימן, שכוונו לים סוף והיו מוכנים לשיגור""@N12chat"
מבזקן 12אזעקות בקריית שמונה ובתל חי שבגבול לבנון@N12chat,2023-12-27 14:30:59+00:00,N12chat,telegram,266,מבזקן 12אזעקות בקריית שמונה ובתל חי שבגבול לבנון@N12chat
"גאנם איברהיםחמאס מאשר: קיבלנו רשימות של 30 האסירים הביטחוניים שישוחררו היום מבתי הכלא בישראל, בהם 15 ילדים ו-15 נשים@N12chat",2023-11-29 10:58:43+00:00,N12chat,telegram,267,"גאנם איברהיםחמאס מאשר: קיבלנו רשימות של 30 האסירים הביטחוניים שישוחררו היום מבתי הכלא בישראל, בהם 15 ילדים ו-15 נשים@N12chat"
יש נפגעים בתקיפת הרכב מזרחית לצור. מצבם לא ידוע.כדי להגיב לכתבה לחצו כאן,2024-01-20 10:48:36+00:00,abualiexpress,telegram,268,יש נפגעים בתקיפת הרכב מזרחית לצור. מצבם לא ידוע.כדי להגיב לכתבה לחצו כאן
"רשת אלג'זירה הקטרית דיווחה לפני כחצי שעה על 20 הרוגים כתוצאה מתקיפה ישראלית על אונ' אלאקצא (בעיר) עזה.דקה לאחר מכן דיווחה הרשת על 48 הרוגים מתקיפה בשכונת זיתון בעיר עזה.##חשוב לציין כי אונ' אלאקצא נמצאת בשכונת זיתון בעיר עזה, כך שלא ברור אם אלג'זירה מנפחת את אותו האירוע פעמים (במכוון).ייתכן שמדובר בתקיפת בית משפחת אסלים אתמול בסמוך למסגד עבדאללה עזאם בדרום העיר עזה, לא רחוק מאוניברסיטת אלאקצא. ע""פ הפלסטינים בתקיפה זו נהרגו 6 וישנם עוד כ 40 נעדרים.כדי להגיב לכתבה לחצו כאן",2023-12-31 10:58:52+00:00,abualiexpress,telegram,269,"רשת אלג'זירה הקטרית דיווחה לפני כחצי שעה על 20 הרוגים כתוצאה מתקיפה ישראלית על אונ' אלאקצא (בעיר) עזה.דקה לאחר מכן דיווחה הרשת על 48 הרוגים מתקיפה בשכונת זיתון בעיר עזה.##חשוב לציין כי אונ' אלאקצא נמצאת בשכונת זיתון בעיר עזה, כך שלא ברור אם אלג'זירה מנפחת את אותו האירוע פעמים (במכוון).ייתכן שמדובר בתקיפת בית משפחת אסלים אתמול בסמוך למסגד עבדאללה עזאם בדרום העיר עזה, לא רחוק מאוניברסיטת אלאקצא. ע""פ הפלסטינים בתקיפה זו נהרגו 6 וישנם עוד כ 40 נעדרים.כדי להגיב לכתבה לחצו כאן"
משרד הבריאות הפלסטיני: 109 הרוגים ומאות פצועים מאז הבוקר ברחבי הרצועה.,2023-12-01 13:37:51+00:00,abualiexpress,telegram,270,משרד הבריאות הפלסטיני: 109 הרוגים ומאות פצועים מאז הבוקר ברחבי הרצועה.
"אור רבידאמש פרצו חשודים למשרד בתל אביב וגנבו שמונה יצירות אמנות, טלוויזיה, שעון, כסף תכשיטים, מחשב נייד ורחפן. המשטרה איתרה את החשודים בביצוע העבירות תוך זמן קצר בדירת מסתור בעיר, שבה נמצא גם הרכוש הגנוב. החשודים, תושב ראשון לציון בן 39 ושוהה בלתי חוקי בן 29 מאיו""ש, הובאו לחקירה. צילום: דוברות המשטרה@N12chat",2024-01-25 17:58:24+00:00,N12chat,telegram,271,"אור רבידאמש פרצו חשודים למשרד בתל אביב וגנבו שמונה יצירות אמנות, טלוויזיה, שעון, כסף תכשיטים, מחשב נייד ורחפן. המשטרה איתרה את החשודים בביצוע העבירות תוך זמן קצר בדירת מסתור בעיר, שבה נמצא גם הרכוש הגנוב. החשודים, תושב ראשון לציון בן 39 ושוהה בלתי חוקי בן 29 מאיו""ש, הובאו לחקירה. צילום: דוברות המשטרה@N12chat"
"בן גולדפריינדרפאל נדאל מכריז: ""סיכוי טוב מאוד שזו השנה האחרונה שלי כשחקן. חשבתי שכבר לא הגיוני שאחזור"". בעוד שלושה שבועות יחזור לשחק לראשונה זה שנה באוסטרליה@N12chat",2023-12-07 13:16:19+00:00,N12chat,telegram,272,"בן גולדפריינדרפאל נדאל מכריז: ""סיכוי טוב מאוד שזו השנה האחרונה שלי כשחקן. חשבתי שכבר לא הגיוני שאחזור"". בעוד שלושה שבועות יחזור לשחק לראשונה זה שנה באוסטרליה@N12chat"
"יונה לייבזוןארה""ב: למעלה מאלף איש השתתפו בהפגנה פרו-פלסטינית בניו יורק. המפגינים חסמו את גשר מנהטן ביום הנסיעות העמוס ביותר של השנה בדרישה ל""הפסקת אש קבועה ומתמשכת""@N12chat",2023-11-27 00:34:08+00:00,N12chat,telegram,273,"יונה לייבזוןארה""ב: למעלה מאלף איש השתתפו בהפגנה פרו-פלסטינית בניו יורק. המפגינים חסמו את גשר מנהטן ביום הנסיעות העמוס ביותר של השנה בדרישה ל""הפסקת אש קבועה ומתמשכת""@N12chat"
"ערוצים פלסטינים: צה""ל תקף לפני זמן קצר דירה ברחוב אלמע'רבי בשכונת צברה בעיר עזה.כדי להגיב לכתבה לחצו כאן",2024-01-29 11:07:44+00:00,abualiexpress,telegram,274,"ערוצים פלסטינים: צה""ל תקף לפני זמן קצר דירה ברחוב אלמע'רבי בשכונת צברה בעיר עזה.כדי להגיב לכתבה לחצו כאן"
"זה לא באיו""ש... דחפורי צה""ל מיישרים את השטח בא-נאקורה בדרום לבנון...כדי להגיב לכתבה לחצו כאן",2024-12-19 08:31:59+00:00,abualiexpress,telegram,275,"זה לא באיו""ש... דחפורי צה""ל מיישרים את השטח בא-נאקורה בדרום לבנון...כדי להגיב לכתבה לחצו כאן"
"נועם כהןלראשונה מאז פרוץ המלחמה - מופע בין-לאומי בדרך לארץ: כוכבי סדרת ""המורדים"" יגיעו לישראל - 20 שנה אחרי שהופיעו כאן בפעם האחרונה. ההופעה תתקיים ב-25 באפריל בלייב פארק ראשון לציון@N12chat",2024-02-18 05:42:49+00:00,N12chat,telegram,276,"נועם כהןלראשונה מאז פרוץ המלחמה - מופע בין-לאומי בדרך לארץ: כוכבי סדרת ""המורדים"" יגיעו לישראל - 20 שנה אחרי שהופיעו כאן בפעם האחרונה. ההופעה תתקיים ב-25 באפריל בלייב פארק ראשון לציון@N12chat"
"מבזקן 12אירוע אלימות בחיפה: גבר בן 28 נפצע קשה - צוותי מד""א העניקו לו טיפול רפואי ופינו אותו לבית החולים רמב""ם, כאשר הוא סובל מפציעה חודרת@N12chat",2023-12-18 04:57:35+00:00,N12chat,telegram,277,"מבזקן 12אירוע אלימות בחיפה: גבר בן 28 נפצע קשה - צוותי מד""א העניקו לו טיפול רפואי ופינו אותו לבית החולים רמב""ם, כאשר הוא סובל מפציעה חודרת@N12chat"
"נועם כהןעוד בטרם נבחר השיר, ישראל עלתה למקום ה-4 בטבלת ההימורים לקראת האירוויזיון@N12chat",2024-02-16 15:46:09+00:00,N12chat,telegram,278,"נועם כהןעוד בטרם נבחר השיר, ישראל עלתה למקום ה-4 בטבלת ההימורים לקראת האירוויזיון@N12chat"
ובינתיים בתימן... החות'ים מתאמנים בירי בסגנון וילהלם טל רק עם בקבוקי זכוכית...User sent a document,2024-01-08 08:48:47+00:00,abualiexpress,telegram,279,ובינתיים בתימן... החות'ים מתאמנים בירי בסגנון וילהלם טל רק עם בקבוקי זכוכית...User sent a document
"מאז ה 18 לאוקטובר ועד ה 14 לנובמבר תקפו המליציות השיעיות בעיראק את הבסיסים האמריקאים בעיראק וסוריה 55 פעמים באמצעות ירי רקע או כטב""מים.",2023-11-15 15:56:36+00:00,abualiexpress,telegram,280,"מאז ה 18 לאוקטובר ועד ה 14 לנובמבר תקפו המליציות השיעיות בעיראק את הבסיסים האמריקאים בעיראק וסוריה 55 פעמים באמצעות ירי רקע או כטב""מים."
נועם כהןהתערוכה The Story of Van Gogh המוקדשת לצייר ההולנדי וינסנט ואן-גוך חוזרת לישראל. התערוכה תוצג באקספו תל אביב החל מ-8 בפברואר ובתחומיה תינתן במה גם לאומנים תושבי העוטף והדרום@N12chat,2024-01-29 09:52:34+00:00,N12chat,telegram,281,נועם כהןהתערוכה The Story of Van Gogh המוקדשת לצייר ההולנדי וינסנט ואן-גוך חוזרת לישראל. התערוכה תוצג באקספו תל אביב החל מ-8 בפברואר ובתחומיה תינתן במה גם לאומנים תושבי העוטף והדרום@N12chat
תקיפת בית משפחת אלהנדי בבית לאהיא בצפון הרצועה.User sent a document,2023-10-30 14:05:03+00:00,abualiexpress,telegram,282,תקיפת בית משפחת אלהנדי בבית לאהיא בצפון הרצועה.User sent a document
"גיא ורוןההתרעות בצפון - שווא. בצה""ל תקפו מטרות חיזבאללה בבינת ג'בל@N12chat",2024-02-10 09:56:10+00:00,N12chat,telegram,283,"גיא ורוןההתרעות בצפון - שווא. בצה""ל תקפו מטרות חיזבאללה בבינת ג'בל@N12chat"
תיעוד נוסף של רגעי התקיפה באזור אלעמרוסיה בדאחיה.כדי להגיב לכתבה לחצו כאן,2024-11-14 08:31:28+00:00,abualiexpress,telegram,284,תיעוד נוסף של רגעי התקיפה באזור אלעמרוסיה בדאחיה.כדי להגיב לכתבה לחצו כאן
"בהמשך לדיווחים על התקיפה הישראלית בבית יאחון מוקדם יותר, חזבאללה מודיע על מותם של 3 מפעיליו:עבאס מחמד רעד (מכונה סראג')ח'ליל ג'ואד שחימי (מכונה סראג')אחמד מצטפא (מכונה מלאכ חולא)סה""כ 82 הרוגים עד כה.כדי להגיב לכתבה לחצו כאן",2023-11-22 22:57:56+00:00,abualiexpress,telegram,285,"בהמשך לדיווחים על התקיפה הישראלית בבית יאחון מוקדם יותר, חזבאללה מודיע על מותם של 3 מפעיליו:עבאס מחמד רעד (מכונה סראג')ח'ליל ג'ואד שחימי (מכונה סראג')אחמד מצטפא (מכונה מלאכ חולא)סה""כ 82 הרוגים עד כה.כדי להגיב לכתבה לחצו כאן"
אלג'זירה: 20 רקטות נורו בדקות האחרונות מדרום לבנון לשטח ישראל.כדי להגיב לכתבה לחצו כאן,2023-11-23 08:29:57+00:00,abualiexpress,telegram,286,אלג'זירה: 20 רקטות נורו בדקות האחרונות מדרום לבנון לשטח ישראל.כדי להגיב לכתבה לחצו כאן
איתמר מינמרהציוץ הראשון אחרי הביקור@N12chat,2023-11-27 10:39:02+00:00,N12chat,telegram,287,איתמר מינמרהציוץ הראשון אחרי הביקור@N12chat
"מבזקן 12נחל חתירה שבנגב הבוקר. צילום: ג׳מיל אטרש, רשות הטבע והגנים@N12chat",2023-12-06 06:32:39+00:00,N12chat,telegram,288,"מבזקן 12נחל חתירה שבנגב הבוקר. צילום: ג׳מיל אטרש, רשות הטבע והגנים@N12chat"
בחלק הראשון: דמשק תחת משטר אסד.בחלק השני: דמשק אחרי נפילת משטר אסד.מה עדיף?4 תגובות,2024-12-21 13:31:11+00:00,abualiexpress,telegram,289,בחלק הראשון: דמשק תחת משטר אסד.בחלק השני: דמשק אחרי נפילת משטר אסד.מה עדיף?4 תגובות
"מבזקן 12📝רוכב אופניים חשמליים בן 40 נפצע בינוני לאחר שנפגע מרכב בכביש 40 סמוך לצומת עדנים שבשרון. צוות מד""א טיפל בו ופינה אותו לבית החולים בלינסון עם חבלת ראש@N12chat",2024-02-04 17:41:29+00:00,N12chat,telegram,290,"מבזקן 12📝רוכב אופניים חשמליים בן 40 נפצע בינוני לאחר שנפגע מרכב בכביש 40 סמוך לצומת עדנים שבשרון. צוות מד""א טיפל בו ופינה אותו לבית החולים בלינסון עם חבלת ראש@N12chat"
ערוצים לבנוניים מדווחים על 3 הרוגים ו 9 פצועים מקרב חיילי צבא לבנון בתקיפה ישראלית על הנמל בצרפנד.כדי להגיב לכתבה לחצו כאן	ערוצים לבנוניים מדווחים על 3 הרוגים ו 9 פצועים מקרב חיילי צבא לבנון בתקיפה ישראלית על הנמל בצרפנד.כדי להגיב לכתבה לחצו כאן,2024-11-19 18:46:04+00:00,abualiexpress,telegram,291,ערוצים לבנוניים מדווחים על 3 הרוגים ו 9 פצועים מקרב חיילי צבא לבנון בתקיפה ישראלית על הנמל בצרפנד.כדי להגיב לכתבה לחצו כאן	ערוצים לבנוניים מדווחים על 3 הרוגים ו 9 פצועים מקרב חיילי צבא לבנון בתקיפה ישראלית על הנמל בצרפנד.כדי להגיב לכתבה לחצו כאן
"בן גולדפריינדבמטרה לשמור על הסיכוי לקיים את המשחק בארץ בהמשך: איגוד הכדורסל החליף ביתיות עם סלובניה, כך שהמשחק הראשון ביניהן במסגרת מוקדמות אליפות אירופה יתקיים בחוץ@N12chat",2023-12-11 11:40:44+00:00,N12chat,telegram,292,"בן גולדפריינדבמטרה לשמור על הסיכוי לקיים את המשחק בארץ בהמשך: איגוד הכדורסל החליף ביתיות עם סלובניה, כך שהמשחק הראשון ביניהן במסגרת מוקדמות אליפות אירופה יתקיים בחוץ@N12chat"
"הפלסטינים מדווחים שתקשורת האינטרנט, הסלולר והטלפוניה ברצועה עדיין מושבתות זה היום השישי ברציפות (לדעתי פרק הזמן הארוך ביותר עד כה מאז תחילת המלחמה).כדי להגיב לכתבה לחצו כאן",2024-01-17 06:44:36+00:00,abualiexpress,telegram,293,"הפלסטינים מדווחים שתקשורת האינטרנט, הסלולר והטלפוניה ברצועה עדיין מושבתות זה היום השישי ברציפות (לדעתי פרק הזמן הארוך ביותר עד כה מאז תחילת המלחמה).כדי להגיב לכתבה לחצו כאן"
גאנם איברהיםמצרים: החטופים לא עברו דרך מעבר רפיח@N12chat,2023-11-27 20:57:28+00:00,N12chat,telegram,294,גאנם איברהיםמצרים: החטופים לא עברו דרך מעבר רפיח@N12chat
"דפנה ליאלמספר עתירות הוגשו נגד שר הבריאות אוריאל בוסו, המתמודד לראשות עיריית בני ברק, בטענה שאינו מתגורר בעיר כפי שדורש החוק. אחת מהן הוגשה על ידי עו""ד איתן הברמן, המייצג את תושב העיר עו""ד שלמה אלבוים, ואחרת על ידי עו״ד משה ליפל@N12chat",2024-02-20 07:31:17+00:00,N12chat,telegram,295,"דפנה ליאלמספר עתירות הוגשו נגד שר הבריאות אוריאל בוסו, המתמודד לראשות עיריית בני ברק, בטענה שאינו מתגורר בעיר כפי שדורש החוק. אחת מהן הוגשה על ידי עו""ד איתן הברמן, המייצג את תושב העיר עו""ד שלמה אלבוים, ואחרת על ידי עו״ד משה ליפל@N12chat"
"מבזקן 12שתי תושבות חורה בנות 19 ו-21 נעצרו בחשד שהשחיתו דגלי ישראל, והשאירו כתובות על לוח בבית ספר ביישוב מיתר, כמו ""אדונינו מוחמד"" ו""שחרור עזה""@N12chat",2024-01-17 20:21:45+00:00,N12chat,telegram,296,"מבזקן 12שתי תושבות חורה בנות 19 ו-21 נעצרו בחשד שהשחיתו דגלי ישראל, והשאירו כתובות על לוח בבית ספר ביישוב מיתר, כמו ""אדונינו מוחמד"" ו""שחרור עזה""@N12chat"
הפגנה מצרית על השער של מעבר רפיחUser sent a document,2023-10-20 13:11:24+00:00,abualiexpress,telegram,297,הפגנה מצרית על השער של מעבר רפיחUser sent a document
"ניר דבוריעוד ציין: ""אנחנו בודקים מבנה נוסף ששלושת החטופים אולי שהו בו. ליבנו עם המשפחות בשעתן הקשה מנשוא""@N12chat",2023-12-17 18:22:35+00:00,N12chat,telegram,298,"ניר דבוריעוד ציין: ""אנחנו בודקים מבנה נוסף ששלושת החטופים אולי שהו בו. ליבנו עם המשפחות בשעתן הקשה מנשוא""@N12chat"
"ירון אברהם📝גורם ישראלי: העיכוב בשחרור החטופים עד ליום שישי - לא מהותי אלא טכני, השהות בקטאר הביאה איתה ""חורים"" בהסכם שצריך עוד לסגור@N12chat",2023-11-22 22:20:16+00:00,N12chat,telegram,299,"ירון אברהם📝גורם ישראלי: העיכוב בשחרור החטופים עד ליום שישי - לא מהותי אלא טכני, השהות בקטאר הביאה איתה ""חורים"" בהסכם שצריך עוד לסגור@N12chat"
משרד ההגנה הסורי טוען כי בשעה 04:35 (שעון סוריה) מטוסי קרב ישראלים תקפו מטרות באזור דמשק וכי נזק נגרם לרכוש.כדי להגיב לכתבה לחצו כאן,2024-01-02 06:26:17+00:00,abualiexpress,telegram,300,משרד ההגנה הסורי טוען כי בשעה 04:35 (שעון סוריה) מטוסי קרב ישראלים תקפו מטרות באזור דמשק וכי נזק נגרם לרכוש.כדי להגיב לכתבה לחצו כאן
"דסק החוץרויטרס: כטב""מים חמושים כוונו לעבר בסיס אמריקני ליד נמל התעופה באירביל בצפון עיראק@N12chat",2024-01-24 14:26:29+00:00,N12chat,telegram,301,"דסק החוץרויטרס: כטב""מים חמושים כוונו לעבר בסיס אמריקני ליד נמל התעופה באירביל בצפון עיראק@N12chat"
"עזה: בעקבות המחסור - הפקעת מחירי מים.בעל המשאית דורש כ 400 ש""ח בעבור המים במיכל הנמצא ברכב שלו (כולל הובלה עד הבית).תושבים נוספים מדווחים על מחירים גבוהים במיוחד שגובים על המים ברחבי הרצועה - סוחרי המים מנצלים את המחסור ומפקיעים מחירים.User sent a document",2023-10-14 17:47:23+00:00,abualiexpress,telegram,302,"עזה: בעקבות המחסור - הפקעת מחירי מים.בעל המשאית דורש כ 400 ש""ח בעבור המים במיכל הנמצא ברכב שלו (כולל הובלה עד הבית).תושבים נוספים מדווחים על מחירים גבוהים במיוחד שגובים על המים ברחבי הרצועה - סוחרי המים מנצלים את המחסור ומפקיעים מחירים.User sent a document"
ירדן: הפגנת תמיכה בעזההולך ומצטמצם מדי שבוע...,2023-12-15 11:36:41+00:00,abualiexpress,telegram,303,ירדן: הפגנת תמיכה בעזההולך ומצטמצם מדי שבוע...
"דו""צ מפרסם תיעוד של התקיפה במארון א-ראס.User sent a document",2024-02-04 21:27:45+00:00,abualiexpress,telegram,304,"דו""צ מפרסם תיעוד של התקיפה במארון א-ראס.User sent a document"
ראש דסק 12📝עד לשעה זו אין דיווח על נפגעים. חלק מהרקטות יורטו וחלק נפלו בשטחים פתוחים@N12chat,2024-01-29 15:00:32+00:00,N12chat,telegram,305,ראש דסק 12📝עד לשעה זו אין דיווח על נפגעים. חלק מהרקטות יורטו וחלק נפלו בשטחים פתוחים@N12chat
"אור רבידשב""ס: נקבע מותו של אסיר ביטחוני, בן 23 משכם, בבית הכלא מגידו. הוא ריצה מאסר בגין ירי לעבר אנשים, מגע עם ארגון עוין, עבירות אמל""ח וזריקת חפץ מבעיר@N12chat",2024-01-01 19:08:56+00:00,N12chat,telegram,306,"אור רבידשב""ס: נקבע מותו של אסיר ביטחוני, בן 23 משכם, בבית הכלא מגידו. הוא ריצה מאסר בגין ירי לעבר אנשים, מגע עם ארגון עוין, עבירות אמל""ח וזריקת חפץ מבעיר@N12chat"
"אלג'זירה מפי מקורות חות'ים: תקפנו ספינה אמריקאית ליד עיר הנמל אלמכלא (תימן - א""ע).",2024-01-18 20:09:30+00:00,abualiexpress,telegram,307,"אלג'זירה מפי מקורות חות'ים: תקפנו ספינה אמריקאית ליד עיר הנמל אלמכלא (תימן - א""ע)."
